subject ID,age,gender,handedness,question ID,questionnaire type,condition,delay time,value
P12_2,26,Male,Rigth handed,0,VAS,1,0,0.9868867
P12_2,26,Male,Rigth handed,1,VAS,1,0,0.02257128
P12_2,26,Male,Rigth handed,2,VAS,1,0,0.01855365
P12_2,26,Male,Rigth handed,3,VAS,1,0,0.7673229
P12_2,26,Male,Rigth handed,4,VAS,1,0,0.02276617
P12_2,26,Male,Rigth handed,5,VAS,1,0,0.1677982
P12_2,26,Male,Rigth handed,6,VAS,1,0,0.9500273
P12_2,26,Male,Rigth handed,7,VAS,1,0,0.9688544
P12_2,26,Male,Rigth handed,0,VAS,2,0.9,0.986067
P12_2,26,Male,Rigth handed,1,VAS,2,0.9,0.02663995
P12_2,26,Male,Rigth handed,2,VAS,2,0.9,0.01715956
P12_2,26,Male,Rigth handed,3,VAS,2,0.9,0.7909276
P12_2,26,Male,Rigth handed,4,VAS,2,0.9,0.0397522
P12_2,26,Male,Rigth handed,5,VAS,2,0.9,0.03153887
P12_2,26,Male,Rigth handed,6,VAS,2,0.9,0.9087835
P12_2,26,Male,Rigth handed,7,VAS,2,0.9,0.9260145
