subject ID,age,gender,handedness,question ID,questionnaire type,condition,delay time,value
P16_2,18,Female,Rigth handed,0,VAS,1,0,0.2430442
P16_2,18,Female,Rigth handed,1,VAS,1,0,0.2528276
P16_2,18,Female,Rigth handed,2,VAS,1,0,0.7695274
P16_2,18,Female,Rigth handed,3,VAS,1,0,0.2578461
P16_2,18,Female,Rigth handed,4,VAS,1,0,0.7708095
P16_2,18,Female,Rigth handed,5,VAS,1,0,0.7151355
P16_2,18,Female,Rigth handed,6,VAS,1,0,0.2012203
P16_2,18,Female,Rigth handed,7,VAS,1,0,0.6914663
P16_2,18,Female,Rigth handed,0,VAS,2,0.9,0.05732423
P16_2,18,Female,Rigth handed,1,VAS,2,0.9,0.6185401
P16_2,18,Female,Rigth handed,2,VAS,2,0.9,0.8489966
P16_2,18,Female,Rigth handed,3,VAS,2,0.9,0.03750601
P16_2,18,Female,Rigth handed,4,VAS,2,0.9,0.7784406
P16_2,18,Female,Rigth handed,5,VAS,2,0.9,0.3630206
P16_2,18,Female,Rigth handed,6,VAS,2,0.9,0.03215495
P16_2,18,Female,Rigth handed,7,VAS,2,0.9,0.600001
