subject ID,age,gender,handedness,question ID,questionnaire type,condition,delay time,value
P04,23,Female,Rigth handed,0,VAS,1,0.9,0.1887763
P04,23,Female,Rigth handed,1,VAS,1,0.9,0.3213018
P04,23,Female,Rigth handed,2,VAS,1,0.9,0.9485296
P04,23,Female,Rigth handed,3,VAS,1,0.9,0.1561311
P04,23,Female,Rigth handed,4,VAS,1,0.9,0.934162
P04,23,Female,Rigth handed,5,VAS,1,0.9,0.7356389
P04,23,Female,Rigth handed,6,VAS,1,0.9,0.0539311
P04,23,Female,Rigth handed,7,VAS,1,0.9,0.2909779
P04,23,Female,Rigth handed,0,VAS,2,0,0.9561955
P04,23,Female,Rigth handed,1,VAS,2,0,0.02613736
P04,23,Female,Rigth handed,2,VAS,2,0,0.08246489
P04,23,Female,Rigth handed,3,VAS,2,0,0.6973097
P04,23,Female,Rigth handed,4,VAS,2,0,0.0892644
P04,23,Female,Rigth handed,5,VAS,2,0,0.1124526
P04,23,Female,Rigth handed,6,VAS,2,0,0.8173693
P04,23,Female,Rigth handed,7,VAS,2,0,0.8853818
