subject ID,age,gender,handedness,question ID,questionnaire type,condition,delay time,value
P25_2,22,Female,Rigth handed,0,VAS,1,0,0.9139188
P25_2,22,Female,Rigth handed,1,VAS,1,0,0.0001391485
P25_2,22,Female,Rigth handed,2,VAS,1,0,0.005701883
P25_2,22,Female,Rigth handed,3,VAS,1,0,0.8136389
P25_2,22,Female,Rigth handed,4,VAS,1,0,0.1237661
P25_2,22,Female,Rigth handed,5,VAS,1,0,0.7490696
P25_2,22,Female,Rigth handed,6,VAS,1,0,0.5441085
P25_2,22,Female,Rigth handed,7,VAS,1,0,0.988632
P25_2,22,Female,Rigth handed,0,VAS,2,0.9,0.2862117
P25_2,22,Female,Rigth handed,1,VAS,2,0.9,0.01574593
P25_2,22,Female,Rigth handed,2,VAS,2,0.9,0.009641273
P25_2,22,Female,Rigth handed,3,VAS,2,0.9,0.9045069
P25_2,22,Female,Rigth handed,4,VAS,2,0.9,0.01026383
P25_2,22,Female,Rigth handed,5,VAS,2,0.9,0.8705948
P25_2,22,Female,Rigth handed,6,VAS,2,0.9,0.01099835
P25_2,22,Female,Rigth handed,7,VAS,2,0.9,0.8942913
