subject ID,age,gender,handedness,question ID,questionnaire type,condition,delay time,value
P16,18,Male,Rigth handed,0,VAS,1,0,0.19333
P16,18,Male,Rigth handed,1,VAS,1,0,0.6150493
P16,18,Male,Rigth handed,2,VAS,1,0,0.7672846
P16,18,Male,Rigth handed,3,VAS,1,0,0.3076049
P16,18,Male,Rigth handed,4,VAS,1,0,0.3150976
P16,18,Male,Rigth handed,5,VAS,1,0,0.7778352
P16,18,Male,Rigth handed,6,VAS,1,0,0.1654117
P16,18,Male,Rigth handed,7,VAS,1,0,0.107676
P16,18,Male,Rigth handed,0,VAS,2,0.9,0.07866584
P16,18,Male,Rigth handed,1,VAS,2,0.9,0.2075132
P16,18,Male,Rigth handed,2,VAS,2,0.9,0.7215306
P16,18,Male,Rigth handed,3,VAS,2,0.9,0.5499763
P16,18,Male,Rigth handed,4,VAS,2,0.9,0.6140754
P16,18,Male,Rigth handed,5,VAS,2,0.9,0.798865
P16,18,Male,Rigth handed,6,VAS,2,0.9,0.2209951
P16,18,Male,Rigth handed,7,VAS,2,0.9,0.3534977
