subject ID,age,gender,handedness,question ID,questionnaire type,condition,delay time,value
P09_2,27,Female,Rigth handed,0,VAS,1,0.9,0.6332763
P09_2,27,Female,Rigth handed,1,VAS,1,0.9,0.5048875
P09_2,27,Female,Rigth handed,2,VAS,1,0.9,0.2978564
P09_2,27,Female,Rigth handed,3,VAS,1,0.9,0.1339624
P09_2,27,Female,Rigth handed,4,VAS,1,0.9,0.3774067
P09_2,27,Female,Rigth handed,5,VAS,1,0.9,0.7595305
P09_2,27,Female,Rigth handed,6,VAS,1,0.9,0.1881308
P09_2,27,Female,Rigth handed,7,VAS,1,0.9,0.1109605
P09_2,27,Female,Rigth handed,0,VAS,2,0,0.9913739
P09_2,27,Female,Rigth handed,1,VAS,2,0,0.01302233
P09_2,27,Female,Rigth handed,2,VAS,2,0,0.004318626
P09_2,27,Female,Rigth handed,3,VAS,2,0,0.9706159
P09_2,27,Female,Rigth handed,4,VAS,2,0,0.03265267
P09_2,27,Female,Rigth handed,5,VAS,2,0,0.05962096
P09_2,27,Female,Rigth handed,6,VAS,2,0,0.9862458
P09_2,27,Female,Rigth handed,7,VAS,2,0,0.9873059
