subject ID,age,gender,handedness,question ID,questionnaire type,condition,delay time,value
P04_2,23,Female,Rigth handed,0,VAS,1,0,0.9125283
P04_2,23,Female,Rigth handed,1,VAS,1,0,0.1027107
P04_2,23,Female,Rigth handed,2,VAS,1,0,0.1356871
P04_2,23,Female,Rigth handed,3,VAS,1,0,0.7883987
P04_2,23,Female,Rigth handed,4,VAS,1,0,0.1187159
P04_2,23,Female,Rigth handed,5,VAS,1,0,0.2732386
P04_2,23,Female,Rigth handed,6,VAS,1,0,0.8270932
P04_2,23,Female,Rigth handed,7,VAS,1,0,0.737371
P04_2,23,Female,Rigth handed,0,VAS,2,0.9,0.2520059
P04_2,23,Female,Rigth handed,1,VAS,2,0.9,0.7834848
P04_2,23,Female,Rigth handed,2,VAS,2,0.9,0.7375429
P04_2,23,Female,Rigth handed,3,VAS,2,0.9,0.2297089
P04_2,23,Female,Rigth handed,4,VAS,2,0.9,0.723567
P04_2,23,Female,Rigth handed,5,VAS,2,0.9,0.7411031
P04_2,23,Female,Rigth handed,6,VAS,2,0.9,0.2178821
P04_2,23,Female,Rigth handed,7,VAS,2,0.9,0.2467254
