subject ID,age,gender,handedness,question ID,questionnaire type,condition,delay time,value
P12,26,Male,Rigth handed,0,VAS,1,0,0.9923299
P12,26,Male,Rigth handed,1,VAS,1,0,0.00242625
P12,26,Male,Rigth handed,2,VAS,1,0,0.01933623
P12,26,Male,Rigth handed,3,VAS,1,0,0.6347594
P12,26,Male,Rigth handed,4,VAS,1,0,0.02418786
P12,26,Male,Rigth handed,5,VAS,1,0,0.381255
P12,26,Male,Rigth handed,6,VAS,1,0,0.9658697
P12,26,Male,Rigth handed,7,VAS,1,0,0.96106
P12,26,Male,Rigth handed,0,VAS,2,0.9,0.7852313
P12,26,Male,Rigth handed,1,VAS,2,0.9,0.01253072
P12,26,Male,Rigth handed,2,VAS,2,0.9,0.1948409
P12,26,Male,Rigth handed,3,VAS,2,0.9,0.6717452
P12,26,Male,Rigth handed,4,VAS,2,0.9,0.2693249
P12,26,Male,Rigth handed,5,VAS,2,0.9,0.5317287
P12,26,Male,Rigth handed,6,VAS,2,0.9,0.3617752
P12,26,Male,Rigth handed,7,VAS,2,0.9,0.7677244
